12044,Chante comme si tu devais mourir demain,Michel Fugain,1974,0,0,2012-10-15,French pop,French,,,,,,
11439,Chanter,Florent Pagny,1997,0,0,2012-09-04,French pop,French,,,,,,
17541,Chanter,Les Enfoirés,2000,0,0,2018-04-02,French pop,French,,,,,,
40735,Chanter la vie,Pascal Sevran,1999,0,0,2014-10-06,French pop,French,,,,,,
41591,Chanteur humanitaire,Gauthier Galand,2012,0,0,2012-09-03,"French pop,Musical",French,,,,,,
6976,Chantilly Lace,The Big Bopper,1958,0,0,2011-07-09,"Rock 'n Roll,Oldies",English,,,,,,
52934,Chantilly Lace,Jerry Lee Lewis,1972,0,0,2017-05-03,Rock 'n Roll,English,,,,,,
42821,Chaos & Piss,Pink,2012,0,1,2013-03-25,Pop,English,,,,,,
13331,Chapel Of Love,The Dixie Cups,1964,0,0,2011-05-31,"Pop,Soft rock",English,,,,,,
26138,Chaque fois que le train passe,Lynda Lemay,1998,0,0,2012-04-12,French pop,French,,,,,,
30314,Chaque seconde,Kyo,2002,0,0,2015-10-29,French pop,French,,,,,,
23578,Chariot,Petula Clark,1962,0,0,2011-05-30,French pop,French,,,,,,
5651,Chariot,Gavin DeGraw,2003,0,0,2011-05-30,Pop,Rock,English,,,,,
25486,Chariot,Gretchen Wilson,2005,0,0,2013-11-20,Country,English,,,,,,
55045,Charlene,Anthony Hamilton,2004,0,0,2018-02-13,R&B,Soul,English,,,,,
54324,Charley Pride Medley,Michael English,2017,0,0,2017-11-20,Country,English,,,,,,
48528,Charlie,Tryo,2015,0,0,2015-02-09,"French pop,Folk,Reggae",French,,,,,,
17439,Charlie Brown,The Coasters,1959,0,0,2011-07-16,"Rock 'n Roll,Blues,Oldies",English,,,,,,
43811,Charlie Brown,Two Man Sound,1976,0,0,2016-07-11,Disco,Pop,Latin,Portuguese,,,,
53039,Charlie Pride Medley,The Three Amigos,2015,0,0,2017-05-05,Country,English,,,,,,
54357,Charlie Rich Medley,Mike Denver,2017,0,0,2017-11-20,Country,Love,English,,,,,
30174,Charlie t'iras pas au paradis,Gilbert Bécaud,1970,0,0,2011-05-30,"French pop,Gospel",French,,,,,,
31101,Charlie's Angels 2000,Apollo 440,2004,0,0,2014-05-09,"TV & movie soundtrack,Rock,Electro",Instrumental,,,,,,
44697,Charly,Christophe Maé,2013,0,0,2016-02-25,French pop,French,,,,,,
12779,Charmless Man,Blur,1996,0,0,2011-06-28,Rock,Alternative,English,,,,,
6675,Charro!,Elvis Presley,1969,0,0,2017-10-30,"TV & movie soundtrack,Country",English,,,,,,
50223,Chaser,Carrie Underwood,2015,0,0,2016-03-21,Country,Pop,Rock,English,,,,
25786,Chasin' Girls,Rodney Atkins,2009,0,0,2011-07-16,Country,English,,,,,,
6704,Chasin' That Neon Rainbow,Alan Jackson,1989,0,0,2014-08-11,Country,English,,,,,,
7295,Chasing Cars,Snow Patrol,2006,0,0,2007-05-16,Pop,Rock,English,,,,,
30584,Chasing Cars,The Baseballs,2010,0,0,2011-05-30,"Rock 'n Roll,Pop",English,,,,,,
38078,Chasing Cars (Remix),Snow Patrol,2005,0,0,2011-10-03,Dance,Pop,Electro,English,,,,
14696,Chasing Pavements,Adele,2008,0,0,2008-05-05,Soft rock,English,,,,,,
54619,Chasing Pavements,Postmodern Jukebox,2017,0,0,2018-02-07,Pop,Jazz,English,,,,,
37165,Chasing Pavements (Live),Adele,2008,0,0,2011-08-24,Soul,Pop,English,,,,,
25990,Chasing Pirates,Norah Jones,2009,0,0,2011-05-31,"Jazz,Soft rock",English,,,,,,
47802,Chasing Rubies,Hudson Taylor,2013,0,0,2016-02-25,Pop,English,,,,,,
44619,Chasing The Sun,Sara Bareilles,2013,0,0,2013-08-26,Pop,English,,,,,,
40605,Chasing The Sun,The Wanted,2012,0,0,2012-06-01,Pop,Dance,English,,,,,
37486,ChatRoulette,Max Boublil,2011,0,0,2016-06-05,"Humour,Dance,French pop",French,,,,,,
6423,Chattahoochee,Alan Jackson,1992,0,0,2011-05-30,Country,English,,,,,,
39971,Chattanooga Choo Choo,The Andrews Sisters,1941,0,0,2012-04-23,Oldies,Jazz,English,,,,,
15935,Chattanooga Choo Choo,Glenn Miller,1941,0,0,2012-01-05,Jazz,English,,,,,,
49895,Chcemy być sobą,Perfect,1981,0,0,2018-05-09,Rock,Pop,Polish,,,,,
35100,Che coss'è l'amor,Vinicio Capossela,1994,0,0,2012-08-13,Jazz,Italian,,,,,,
44012,Che la luna,Louis Prima,1954,0,0,2013-08-01,Oldies,Latin,Jazz,English,Italian,,,
52853,Che sia benedetta,Fiorella Mannoia,2017,0,0,2017-05-03,Pop,Rock,Love,Italian,,,,
53032,Cheap Cologne,William Michael Morgan,2016,0,0,2017-05-17,Country,English,,,,,,
45215,Cheap Sunglasses,ZZ Top,1980,0,0,2013-11-12,Rock,Blues,English,,,,,
50662,Cheap Thrills,Sia,2016,0,0,2016-03-10,Pop,Electro,English,,,,,
36766,Cheap Thrills,Boyce Avenue,2016,0,0,2016-09-06,Pop,English,,,,,,
51130,Cheap Thrills (feat. Sean Paul),Sia,2016,0,0,2016-06-06,Pop,Electro,Rap,English,,,,
46167,Cheap Wine,Cold Chisel,1980,0,0,2014-02-17,Rock,English,,,,,,
52434,Cheaper to Keep Her,Blues Brothers 2000,1998,0,0,2017-02-15,"TV & movie soundtrack,Blues,Rock",English,,,,,,
24494,Cheat On Me,The Cribs,2009,0,0,2012-05-25,Rock,English,,,,,,
29878,Cheated Hearts,Yeah Yeah Yeahs,2006,0,0,2012-05-22,Alternative,Rock,English,,,,,
55024,"Cheater, Cheater",Joey + Rory,2008,0,0,2018-02-23,Country,English,,,,,,
24412,Cheatin',Sara Evans,2006,0,0,2012-01-17,Country,English,,,,,,
45170,Cheating,John Newman,2013,0,0,2015-05-15,Pop,Soul,English,,,,,
54575,Check Cashin' Country,Midland,2017,0,0,2018-01-17,Country,English,,,,,,
34834,Check It Out,will.i.am,2010,0,1,2016-02-25,R&B,Pop,Rap,English,,,,
8326,Check Yes Or No,George Strait,1995,0,0,2016-04-01,Country,English,,,,,,
35460,Check Yo Self,Ice Cube,1993,0,0,2013-12-03,Rap,English,,,,,,
6993,Cheek to Cheek,Ella Fitzgerald,1956,0,0,2007-05-04,Jazz,Oldies,English,,,,,
25694,Cheek to Cheek,Frank Sinatra,1958,0,0,2011-05-31,Jazz,English,,,,,,
24386,Cheek to Cheek,1930s Standards,1935,0,0,2011-09-28,Jazz,Oldies,English,,,,,
31744,Cheek to Cheek,Eva Cassidy,1996,0,0,2011-10-15,Jazz,English,,,,,,
47842,Cheek to Cheek,Tony Bennett,2014,1,0,2014-12-29,Jazz,Oldies,Duet,English,,,,
54077,Cheek to Cheek,Rod Stewart,2010,1,0,2017-10-10,Jazz,Duet,English,,,,,
39615,Cheek to Cheek,Jane Monheit,2002,0,0,2012-03-08,Jazz,English,,,,,,
47924,Cheek to Cheek,Forever Gentlemen,2014,1,0,2016-03-01,Jazz,Oldies,Duet,English,,,,
49754,Cheek to Cheek (Duet),Ella Fitzgerald,1956,1,0,2015-12-15,Jazz,Oldies,Duet,English,,,,
48676,Cheerleader (Felix Jaehn Remix),OMI,2014,0,0,2015-03-01,Pop,Electro,Reggae,English,,,,
7441,Cheers,TV Theme,1982,0,0,2007-07-03,TV & movie soundtrack,English,,,,,,
16315,Cheeseburger In Paradise,Jimmy Buffett,1978,0,0,2014-05-09,Rock,Pop,Country,English,,,,
13547,Chelsea Dagger,The Fratellis,2006,0,0,2011-05-31,Alternative,Punk/Grunge,Rock,English,,,,
31521,Chemical Rush,Brian McFadden,2010,0,0,2016-02-25,Pop,Electro,English,,,,,
19881,Chemicals React,Aly & AJ,2006,0,0,2011-05-31,"Teen pop,Rock",English,,,,,,
20474,Cherchez le garçon,Quentin Mosimann,2008,0,0,2015-07-16,"Electro,French pop",French,,,,,,
19359,Chère amie (Toutes mes excuses),Marc Lavoine,2001,1,0,2011-05-30,"French pop,Duet",French,,,,,,
22812,Chéri tu ronfles,Lynda Lemay,1999,0,0,2011-09-19,"Humour,French pop",French,,,,,,
37357,"Cheri, Cheri Lady",Modern Talking,1985,0,0,2014-01-17,80s,English,,,,,,
11224,Cherish,Kool And The Gang,1985,0,0,2011-05-31,Pop,English,,,,,,
14997,Cherish,The Association,1966,0,0,2011-05-30,Pop,English,,,,,,
34986,Cherish,Pappa Bear,1997,0,0,2011-11-19,Rap,Soul,English,,,,,
10527,Cherokee Boogie,BR5-49,1996,0,0,2015-04-16,Country,English,,,,,,
38225,Cherry Bomb,John Mellencamp,1987,0,0,2011-11-30,Country,Rock,English,,,,,
36232,Cherry Cherry (concert version),Neil Diamond,1980,0,0,2011-07-16,Pop,Rock,English,,,,,
42173,Cherry Lips,Garbage,2001,0,0,2013-11-12,Alternative,Rock,80s,English,,,,
22323,Cherry Pie,Marvin And Johnny,1958,0,0,2011-05-30,"Rock 'n Roll,Soul",English,,,,,,
50288,Cherry Wine,Hozier,2014,0,0,2016-04-22,Folk,Alternative,English,,,,,
19141,"Cherry, Cherry",Neil Diamond,1966,0,0,2015-03-07,Rock,English,,,,,,
5078,Chevaliers de la Table Ronde,Comptine,1920,0,0,2008-06-26,Traditionnal,Celtic,Humour,Kids,French,,,
45496,Cheveux au vent,Sylvie Vartan,2013,0,0,2013-12-01,French pop,French,,,,,,
12036,Cheveux longs et idées courtes,Johnny Hallyday,1966,0,0,2011-06-06,"French pop,Folk",French,,,,,,
49630,Cheyenne,Jason Derulo,2015,0,0,2015-09-28,Pop,Dance,Electro,English,,,,
11797,Chez moi,Serge Lama,1974,0,0,2011-08-29,French pop,French,,,,,,
55618,"Chez nous (Plan d'aou, Air bel)",Patrick Fiori,2017,0,0,2018-08-28,French pop,French,,,,,,
37622,Chiamami ancora amore,Roberto Vecchioni,2011,0,0,2012-06-08,Pop,Italian,,,,,,
12844,Chic planète,L'Affaire Louis Trio,1987,0,0,2016-10-01,"French pop,80s",French,,,,,,
17906,Chicago,Frank Sinatra,1953,0,0,2012-01-22,Jazz,English,,,,,,
39678,Chicago,Frédéric François,1975,0,0,2016-02-29,French pop,French,,,,,,
51589,Chicago,Judy Garland,1961,0,0,2017-11-06,Musical,Jazz,English,,,,,
46388,Chicken Fried,Johnny Brady,2013,0,0,2014-04-07,Country,English,,,,,,
18963,Chicken Fried (Home Grown Version),Zac Brown Band,2005,0,0,2011-05-31,Country,English,,,,,,
55130,Chicken Fried (The Foundation Version),Zac Brown Band,2008,0,0,2018-03-02,Country,English,,,,,,
5675,Chicks Dig It,Chris Cagle,2003,0,0,2012-02-13,Country,English,,,,,,
5153,Chihuahua,DJ Bobo,2003,0,0,2013-05-31,Dance,English,,,,,,
30060,Child In Time,Deep Purple,1970,0,0,2011-12-26,Rock,Hard/Metal,English,,,,,
10793,Childhood,Michael Jackson,1995,0,0,2011-05-31,"Pop,TV & movie soundtrack",English,,,,,,
43138,Children,The Mavericks,1992,0,0,2013-04-19,Country,English,,,,,,
45071,Children Of The Night,Richard Marx,1989,0,0,2013-09-27,Soft rock,English,,,,,,
39000,Children Of The Revolution,T. Rex,1972,0,0,2012-01-18,Rock,Alternative,English,,,,,
39943,Children Of The Sun,Billy Thorpe,1979,0,0,2012-05-02,Rock,English,,,,,,
45579,Children Of The Sun,Tinie Tempah,2013,0,0,2016-02-25,Rap,Pop,English,,,,,
53584,Children's Story,Slick Rick,1989,0,0,2017-09-16,Rap,English,,,,,,
25488,Chili Bom Bom,1920s Standards,1923,0,0,2011-05-31,Oldies,English,,,,,,
24497,Chillin,Wale,2009,0,0,2013-11-08,Rap,English,,,,,,
47972,Chillin' It,Cole Swindell,2013,0,0,2016-06-08,Pop,Country,English,,,,,
39290,Chim Chim Cher-ee,Mary Poppins,1964,0,0,2015-04-08,"TV & movie soundtrack,Musical,Kids",English,,,,,,
29879,Chim Chim Cheree,New Christy Minstrels,1965,0,0,2015-01-21,Kids,Musical,English,,,,,
39375,China,Tori Amos,1992,0,0,2013-04-03,Pop,Alternative,English,,,,,
12905,China Girl,David Bowie,1983,0,0,2012-12-22,Rock,Pop,English,,,,,
25131,China Grove,The Doobie Brothers,1973,0,0,2011-06-14,Rock,English,,,,,,
21313,China In Your Hand,T'Pau,1987,0,0,2016-03-04,Soft rock,English,,,,,,
36959,Chinese,Lily Allen,2009,0,0,2016-02-25,Pop,English,,,,,,
49175,Chiquita,Frédéric François,1997,0,0,2016-02-25,"French pop,Latin",French,,,,,,
48426,Chiquitita (version Française),Mamma Mia!,2011,0,0,2016-06-07,"Musical,French pop",French,,,,,,
32053,Chirpy Chirpy Cheep Cheep,Middle Of The Road,1971,0,0,2014-07-26,Pop,Rock,English,,,,,
18402,Chiseled In Stone,Vern Gosdin,1988,0,0,2013-07-01,Country,English,,,,,,
25656,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,1968,0,0,2011-05-31,"TV & movie soundtrack,Kids",English,,,,,,
28918,Chivas,Kelly Clarkson,2007,0,0,2011-05-30,"Pop,Soft rock",English,,,,,,
18254,Cho Ka Ka O,Annie Cordy,1985,0,0,2016-10-02,French pop,French,,,,,,
53674,Chocolat,Lartiste,2016,1,0,2017-08-10,"French pop,Duet",French,,,,,,
43276,Chocolate,The 1975,2013,0,0,2013-04-07,Alternative,Rock,English,,,,,
24852,Chocolate,Snow Patrol,2005,0,0,2011-10-31,Pop,Rock,English,,,,,
34078,Chocolate Girl,Deacon Blue,1988,0,0,2013-05-01,Pop,Rock,English,,,,,
55309,Chocolate Salty Balls (P.S. I Love You),South Park,1998,0,1,2018-04-05,"Humour,TV & movie soundtrack",English,,,,,,
50162,Choctaw County Affair,Carrie Underwood,2015,0,0,2016-03-21,Country,English,,,,,,
8660,Choices,George Jones,1999,0,0,2016-11-18,Country,English,,,,,,
32413,Choices,The Hoosiers,2010,0,0,2011-05-31,Pop,Rock,English,,,,,
47563,Choir Girl,Cold Chisel,1979,0,0,2014-10-07,Rock,English,,,,,,
48146,Choo Choo Ch' Boogie,Manhattan Transfer,1997,0,0,2015-02-24,Pop,Blues,Jazz,Oldies,English,,,
49212,Choo Choo Ch'Boogie,B.B. King,1999,0,0,2015-06-03,"Blues,Rock 'n Roll",English,,,,,,
54259,Choose What You Love Most (Let It Kill You),Lara Fabian,2017,0,0,2017-11-08,Pop,English,,,,,,
52091,Chöre,Mark Forster,2016,0,0,2016-12-16,Pop,Electro,German,,,,,
47621,Chou wasabi,Julien Doré,2013,1,0,2016-03-24,"French pop,Pop,Duet",French,English,,,,,
24182,Christ The Lord Is Risen Today,Gospel Singer,1708,0,0,2011-05-30,Gospel,Christian,English,,,,,
41462,Christian Woman,Type O Negative,1993,0,1,2012-10-15,Hard/Metal,Alternative,English,,,,,
11689,Christina,Anaïs,2006,0,1,2013-09-10,"Alternative,French pop,Humour",French,,,,,,
47963,Christine,Christine And The Queens,2014,0,0,2015-06-07,Pop,Electro,French,,,,,
38584,Christmas (Baby Please Come Home),Michael Bublé,2011,0,0,2011-11-19,Christmas,Pop,English,,,,,
26711,Christmas (Baby Please Come Home),Mariah Carey,1994,0,0,2011-12-26,Christmas,Pop,English,,,,,
54398,Christmas 1915 (Rerecorded),Celtic Thunder,2016,0,0,2017-11-17,Christmas,Pop,Celtic,English,,,,
54238,Christmas All Over Again,Tom Petty,1995,0,0,2017-10-24,Christmas,Rock,English,,,,,
36680,Christmas Alphabet,Dickie Valentine,1955,0,0,2016-06-06,Christmas,Oldies,Pop,English,,,,
48158,Christmas Blues,Dean Martin,1959,0,0,2015-10-28,Christmas,Jazz,Oldies,English,,,,
13317,Christmas Day,Dido,2006,0,0,2011-05-30,Christmas,Pop,English,,,,,
54559,Christmas Eve,Kelly Clarkson,2017,0,0,2017-12-08,Christmas,Pop,English,,,,,
14899,Christmas In Dixie,Alabama,1985,0,0,2012-11-21,Christmas,Country,English,,,,,
18540,Christmas In Dixie,Kenny Chesney,2003,0,0,2012-11-21,Christmas,Country,English,,,,,
42235,Christmas In Heaven,Scotty McCreery,2012,0,0,2012-12-13,Christmas,Country,English,,,,,
26582,Christmas In Hollis,Run-DMC,1987,0,0,2011-05-31,Christmas,Rap,English,,,,,
35161,Christmas In Killarney,Dennis Day,1950,0,0,2011-12-20,Christmas,Oldies,English,,,,,
26793,Christmas In Killarney,1950s Standards,1951,0,0,2011-05-31,Christmas,Traditionnal,English,,,,,
47806,Christmas In The Sand,Colbie Caillat,2012,0,0,2016-02-25,Christmas,Pop,English,,,,,
38736,Christmas Is The Time To Say I Love You,Billy Squier,1981,0,0,2012-11-29,Christmas,Rock,English,,,,,
47755,Christmas Island,The Andrews Sisters,1946,0,0,2014-11-12,Christmas,Oldies,Jazz,English,,,,
54117,Christmas Medley Mix,Mike Denver,2014,0,0,2017-10-10,Christmas,Country,English,,,,,
54485,Christmas Medley: Jingle Bells / Santa Claus Is Coming To Town / Winter Weather / Winter Wonderland,Mel Tormé,1992,0,0,2017-11-22,Christmas,Jazz,English,,,,,
34315,Christmas Medley: Winter Wonderland / Silver Bells / White Christmas,The Carpenters,1978,0,0,2011-05-31,Christmas,Oldies,English,,,,,
25359,Christmas Must Be Something More,Taylor Swift,2007,0,0,2011-05-30,Christmas,Country,English,,,,,
16775,Christmas Shoes,3 of Hearts,2002,0,0,2012-11-21,Christmas,Country,English,,,,,
48287,Christmas Stuff,Nathan Carter,2014,0,0,2014-12-18,Christmas,Pop,Jazz,English,,,,
52134,Christmas the Whole Year Round,Sabrina Carpenter,2015,0,0,2016-12-10,Christmas,Pop,Rock,English,,,,
13328,Christmas Time (Don't Let the Bells End),The Darkness,2003,0,0,2011-05-31,Christmas,Hard/Metal,Rock,English,,,,
10508,Christmas Time Is Here,Peanuts Gang,1965,0,0,2011-11-03,"Christmas,Kids,TV & movie soundtrack,Jazz",English,,,,,,
18741,Christmas Time's A-Coming,Sammy Kershaw,1994,0,0,2011-12-02,Christmas,Country,English,,,,,
27120,Christmas Tree,Lady Gaga,2008,0,0,2011-05-31,Christmas,Electro,Pop,English,,,,
54233,Christmas Was a Friend of Mine,Fay Lovsky,1981,0,0,2017-11-17,Christmas,Love,English,,,,,
49983,Christmas Without You,Dolly Parton,1984,1,0,2016-07-22,"Christmas,Love,Soft rock,Duet",English,,,,,,
7547,Christmas Wrapping,Waitresses,1982,0,0,2011-05-30,Christmas,Rock,80s,English,,,,
26040,Christmases When You Were Mine,Taylor Swift,2007,0,0,2011-05-31,Christmas,Folk,English,,,,,
31531,Chu un rocker,Offenbach,1983,0,0,2016-06-29,"French pop,Rock 'n Roll,Rock",French,,,,,,
38516,Chuck E.'s In Love,Rickie Lee Jones,1979,0,0,2012-10-15,"Folk,Soul,Soft rock",English,,,,,,
6581,Chug-A-Lug,Roger Miller,1964,0,0,2015-03-01,Country,English,,,,,,
48030,Chug-A-Lug,The Kentucky Headhunters,2005,0,0,2014-11-27,"Country,Rock 'n Roll",English,,,,,,
56175,Chun-Li,Nicki Minaj,2018,0,1,2018-09-12,Rap,English,,,,,,
52141,Chunky,Bruno Mars,2016,0,0,2016-12-04,Funk,Soul,Pop,English,,,,
26333,Chupee,Cocoon,2008,1,0,2016-05-10,"Folk,Soft rock,Love,Duet",English,,,,,,
50091,Church Bells,Carrie Underwood,2016,0,0,2016-03-02,Country,English,,,,,,
32708,Church of the Poison Mind,Culture Club,1983,1,0,2018-05-16,80s,Duet,English,,,,,
30753,Church Of Your Heart,Roxette,1990,0,0,2012-01-11,Pop,English,,,,,,
17780,Ci parliamo da grandi,Eros Ramazzotti,2007,0,0,2011-05-31,"Love,Soft rock",Italian,,,,,,
22470,Ci Sarà,Al Bano & Romina Power,1984,1,0,2015-03-13,80s,Love,Pop,Duet,Italian,,,
40057,Ci vediamo a casa,Dolcenera,2012,0,0,2016-06-05,Pop,Italian,,,,,,
49879,Ciągnik,Blenders,1996,0,0,2016-07-26,Rock,Alternative,Polish,,,,,
52868,Ciao Adios,Anne-Marie,2017,0,0,2017-04-25,Pop,Dance,English,,,,,
30384,"Ciao amore, ciao",Dalida,1967,0,0,2016-02-25,French pop,French,,,,,,
12323,Ciao Bella,Rose,2007,0,0,2015-01-15,French pop,French,,,,,,
47613,"Ciao, ciao, bambina",Dalida,1959,0,0,2016-06-07,French pop,French,,,,,,
43016,Cielito lindo,Roberto Alagna,2011,0,0,2013-04-05,Latin,Spanish,,,,,,
40964,Cielito lindo,Los Panchos,1969,0,0,2012-08-07,Latin,Spanish,,,,,,
18323,Cielito Lindo,José Feliciano,1989,0,0,2015-03-27,Latin,Disco,80s,Spanish,,,,
38080,Cielo Ciego,Boulevard Des Airs,2011,0,0,2014-12-08,"French pop,Alternative",French,Spanish,,,,,
43204,"Cigarettes, whisky et p'tites pépées",Eddie Constantine,1947,0,0,2013-04-22,"Oldies,French pop,Jazz",French,,,,,,
18713,Cinderella,Britney Spears,2001,0,0,2011-05-31,Teen pop,English,,,,,,
12845,Cindy,C. Jérôme,1976,0,0,2016-02-25,French pop,French,,,,,,
37927,Cinema,Benassi Bros,2011,0,0,2013-05-15,Electro,Dance,English,,,,,
27418,Cinema Italiano,Nine,2009,0,0,2017-09-12,"TV & movie soundtrack,Musical,Jazz,Latin",English,,,,,,
13292,Circle in the Sand,Belinda Carlisle,1988,0,0,2011-05-30,Pop,English,,,,,,
11462,Circle Of Life,The Lion King,1994,0,0,2016-11-22,"TV & movie soundtrack,Pop,Musical,Kids",English,,,,,,
26216,Circle Of Life,Elton John,1994,0,0,2018-03-22,"TV & movie soundtrack,Pop,Musical,Kids",English,,,,,,
33140,Circle Of One,Oleta Adams,1990,0,0,2011-12-04,Pop,Soul,English,,,,,
18008,Circles,Incubus,2001,0,0,2011-09-03,Rock,Hard/Metal,English,,,,,
45537,Circles Round The Moon,Geri Halliwell,2001,0,0,2013-11-12,Pop,English,,,,,,
18840,Circus,Britney Spears,2008,0,0,2011-05-31,R&B,Pop,Electro,English,,,,
40272,Circus / Just Dance,Boyce Avenue,2009,0,0,2016-06-05,Pop,English,,,,,,
24508,City,Sara Bareilles,2008,0,0,2011-05-30,Soft rock,English,,,,,,
30530,City Lights,Mickey Gilley,1974,0,0,2012-03-14,Country,English,,,,,,
52124,City Of Chicago,Derek Ryan,2016,0,0,2016-12-21,Country,English,,,,,,
40939,City Of Hope,Journey,2011,0,0,2012-08-14,Rock,English,,,,,,
21381,City Of New Orleans,Willie Nelson,1984,0,0,2011-08-01,Country,English,,,,,,
20263,City of New Orleans,Roch Voisine,2008,0,0,2011-05-30,"French pop,Country",English,French,,,,,
38996,City of New Orleans,John Prine,1972,0,0,2014-01-17,Country,Folk,English,,,,,
37963,City of New Orleans,John Denver,1971,0,0,2017-09-26,Country,Folk,English,,,,,
52485,City of Stars,La La Land,2016,1,0,2017-02-01,"TV & movie soundtrack,Musical,Duet",English,,,,,,
54715,City of Stars,Sheridan Smith,2017,0,0,2018-01-08,Pop,Jazz,English,,,,,
24982,City Streets,Carole King,1991,0,0,2012-04-26,Pop,Rock,English,,,,,
31646,Civil War,Guns N' Roses,1993,0,0,2014-05-06,Hard/Metal,English,,,,,,
13727,Clair,Gilbert O'Sullivan,1972,0,0,2011-05-31,Pop,Folk,English,,,,,
20403,Clandestino,Manu Chao,1998,0,0,2016-10-01,Latin,Pop,World/Folk,Spanish,,,,
32110,Clap Your Hands,Sia,2010,0,0,2011-05-31,Pop,Dance,English,,,,,
52244,Clape les mains,Patrick Sébastien,2016,0,0,2017-01-16,French pop,French,,,,,,
42972,Clarity,Zedd,2013,0,0,2013-02-27,Dance,Electro,English,,,,,
44979,Classic,MKTO,2013,0,0,2013-10-16,Pop,English,,,,,,
10398,Claudette,Dwight Yoakam,1997,0,0,2016-06-17,Country,Rock,English,,,,,
32395,Claudette,The Everly Brothers,1958,0,0,2016-02-25,Rock 'n Roll,English,,,,,,
48441,Clean,Taylor Swift,2014,0,0,2015-01-29,Pop,English,,,,,,
42303,Clean,Depeche Mode,1990,0,0,2013-03-29,80s,Alternative,Electro,English,,,,
10855,Clean Up Your Own Back Yard,Elvis Presley,1969,0,0,2017-11-09,"Rock 'n Roll,TV & movie soundtrack",English,,,,,,
13588,Cleaning This Gun (Come On In Boy),Rodney Atkins,2007,0,0,2012-05-03,Country,English,,,,,,
29767,Clementine,1960s Standards,1960,0,0,2013-12-04,Pop,Oldies,English,,,,,
38019,Click Click Boom,Saliva,2001,0,0,2012-01-30,Hard/Metal,English,,,,,,
40282,Climax,Usher,2012,0,0,2013-01-23,Soul,Electro,English,,,,,
18026,Climb Ev'ry Mountain,The Sound Of Music,1959,0,0,2011-05-31,Musical,English,,,,,,
55668,Climb Ev'ry Mountain,Barbra Streisand,2016,1,0,2018-07-02,Pop,Duet,Musical,English,,,,
38419,Climb Every Mountain,Guy Sebastian,2004,0,0,2011-11-20,Pop,Soul,English,,,,,
52486,Clint Eastwood,Gorillaz,2001,0,1,2017-02-27,Alternative,Rap,Electro,English,,,,
16885,Clint Eastwood (Remix),Gorillaz,2001,0,0,2011-09-28,Electro,Rap,Dance,Alternative,English,,,
35866,Cliques-claques,Véronique Sanson,2010,0,0,2014-07-07,French pop,French,,,,,,
50545,Clock Don't Stop,Carrie Underwood,2015,0,0,2016-03-10,Country,Pop,Rock,Folk,English,,,
51075,Close,Nick Jonas,2016,0,0,2016-06-07,Pop,English,,,,,,
46947,Close,Sub Focus,2014,0,0,2016-02-25,Electro,Dance,English,,,,,
16566,Close My Eyes Forever,Lita Ford,1988,1,0,2016-08-05,Love,Hard/Metal,Duet,English,,,,
18406,Close The Door,Teddy Pendergrass,1978,0,0,2012-08-12,Soul,English,,,,,,
43691,Close To Me,The Cure,1985,0,0,2013-07-02,80s,Alternative,Rock,English,,,,
51829,Close to My Fire,Beth Hart,2013,0,0,2016-10-11,Blues,Rock,English,,,,,
18897,Close to You,Maxi Priest,1990,0,0,2017-09-11,Pop,R&B,English,,,,,
25938,Close To You,BeBe & CeCe Winans,2009,1,0,2011-05-30,Love,Duet,R&B,English,,,,
