,title,artist,,,,,,,,,,,,
53027,Sixty Years Ago,Derek Ryan,2016,0,0,2017-05-23,Country,Celtic,Love,Pop,Folk,English,,
26425,Size Matters (Someday),Joe Nichols,2006,0,0,2011-11-01,Country,English,,,,,,
40551,Şımarık (Kiss Kiss),Tarkan,1997,0,0,2012-10-17,Pop,Oriental,Dance,Other,,,,
40616,Sjalalala (Geniet Van Elke Dag),Wolter Kroes,2009,0,0,2016-06-05,Schlager,Dutch,,,,,,
6946,Sk8er Boi,Avril Lavigne,2002,0,0,2007-05-04,"Teen pop,Rock",English,,,,,,
48980,Sk8tr Boi,Postmodern Jukebox,2013,0,0,2015-05-04,"Pop,Soul,Rock 'n Roll",English,,,,,,
22516,Skandal im Sperrbezirk,Spider Murphy Gang,1981,0,0,2011-05-31,Rock,Punk/Grunge,German,,,,,
52553,Skin,Rag'n'Bone Man,2017,0,0,2017-03-07,Pop,Soul,Blues,English,,,,
25725,Skin,Rascal Flatts,2005,0,0,2011-05-31,Soft rock,English,,,,,,
53275,Skin (BBC Live Version),Rag'n'Bone Man,2017,0,0,2017-06-29,Pop,Soul,English,,,,,
28748,Skin Deep,No Secrets,2002,0,0,2011-11-09,"Teen pop,Soft rock",English,,,,,,
24336,Skinny Dippin',Whitney Duncan,2009,0,0,2011-05-31,Country,English,,,,,,
32595,Skinny Genes,Eliza Doolittle,2010,0,0,2011-05-31,Pop,English,,,,,,
36794,Skinny Love,Birdy,2011,0,0,2011-10-28,Folk,Pop,English,,,,,
40585,Skinny Love,Bon Iver,2008,0,0,2012-06-28,Alternative,Folk,English,,,,,
43581,Skinny Love,Ed Sheeran,2011,0,0,2013-05-22,Folk,Alternative,English,,,,,
29961,Skip A Rope,Henson Cargill,1968,0,0,2011-10-03,Country,English,,,,,,
45823,Skip To The Good Bit,Rizzle Kicks,2013,0,0,2016-02-25,Rap,English,,,,,,
24584,Skoal Ring,Gretchen Wilson,2005,0,0,2011-05-31,Country,English,,,,,,
21057,Sky,Sonique,2000,0,0,2011-05-30,Dance,Electro,English,,,,,
39384,Sky High,Jigsaw,1975,0,0,2015-11-24,Pop,Rock,Disco,Funk,English,,,
41843,Skyfall,Adele,2012,0,0,2012-10-11,"TV & movie soundtrack,Soul,Pop",English,,,,,,
53339,Skylark,Bing Crosby,1942,0,0,2017-07-27,Jazz,Oldies,Pop,English,,,,
37735,Skyscraper,Demi Lovato,2011,0,0,2012-06-14,Pop,English,,,,,,
46040,Skyscraper,Sam Bailey,2013,0,0,2014-02-05,Pop,English,,,,,,
40062,Skyscraper,Boyce Avenue,2011,1,0,2012-05-11,Pop,Duet,English,,,,,
38653,Skyway,The Replacements,1987,0,0,2013-07-31,Alternative,Rock,English,,,,,
42546,Sla je armen om me heen,Jan Smit,2012,1,0,2013-12-07,"TV & movie soundtrack,Pop,Duet",Dutch,,,,,,
24522,Slaap lekker (Fantastig toch),Diggy Dex,2009,0,0,2013-12-03,Pop,Rap,Dutch,,,,,
30182,Slave,François Feldman,1988,0,0,2017-07-05,French pop,French,,,,,,
20752,Slave to Love,Bryan Ferry,1985,0,0,2011-05-30,Pop,English,,,,,,
38540,Slave To The Music,James Morrison,2011,0,0,2012-11-23,Soul,Pop,English,,,,,
21031,Slave To The Rhythm,Grace Jones,1985,0,0,2014-09-15,Soul,Funk,80s,English,,,,
13489,Sledgehammer,Peter Gabriel,1986,0,0,2011-08-16,"Soul,Soft rock,Pop",English,,,,,,
53524,Sledgehammer,Postmodern Jukebox,2017,0,0,2017-08-18,Pop,English,,,,,,
50277,Sledgehammer,Fifth Harmony,2014,0,0,2016-04-14,"Teen pop,80s",English,,,,,,
47732,Sleep,Allen Stone,2012,0,0,2014-11-17,Rock,Soul,English,,,,,
28141,Sleep Tonight,Tim McGraw,2002,0,0,2012-06-07,Country,English,,,,,,
51938,Sleep Without You,Brett Young,2016,0,0,2016-11-20,Country,English,,,,,,
30282,Sleeping Awake,P.O.D. (Payable On Death),2003,0,0,2013-11-30,Hard/Metal,Rock,English,,,,,
30104,Sleeping In My Car,Roxette,1994,0,0,2016-01-27,Pop,English,,,,,,
13869,Sleeping Satellite,Tasmin Archer,1992,0,0,2011-05-31,Pop,English,,,,,,
29335,Sleeping Sun,Nightwish,1999,0,0,2011-05-31,Hard/Metal,English,,,,,,
47094,Sleeping With A Friend,Neon Trees,2014,0,0,2015-01-23,Pop,Rock,80s,English,,,,
32562,Sleeping With An Angel,The Real McCoy,1996,0,0,2013-11-20,Electro,Pop,English,,,,,
29712,Sleeps With Butterflies,Tori Amos,2005,0,0,2011-12-11,"Soft rock,Alternative,Pop",English,,,,,,
7692,Sleepwalker,The Wallflowers,2000,0,0,2018-05-28,Pop,Rock,English,,,,,
32687,Sleepwalker,Adam Lambert,2009,0,0,2011-05-30,Pop,Rock,English,,,,,
35615,Sleepy Head,1930s Standards,1934,0,0,2011-05-30,Oldies,Kids,English,,,,,
31717,Sleigh Ride,The Ronettes,1963,0,0,2011-08-06,Christmas,Pop,Oldies,English,,,,
50116,Sleigh Ride,Ella Fitzgerald,1960,0,0,2016-02-10,Christmas,Jazz,English,,,,,
51276,Sleigh Ride,The Carpenters,1978,0,0,2016-11-08,Christmas,Love,Pop,English,,,,
54192,Sleigh Ride,Helene Fischer,2006,0,0,2017-10-31,Christmas,Pop,English,,,,,
54219,Sleigh Ride,Matt Dusk,2017,0,0,2017-11-28,Christmas,Jazz,English,,,,,
40988,Sleigh Ride,Johnny Mathis,1958,0,0,2013-11-05,Christmas,Oldies,English,,,,,
41030,Sleigh Ride,Tony Bennett,1950,0,0,2012-11-21,Christmas,Jazz,English,,,,,
7538,Sleigh Ride,Neil Diamond,1994,0,0,2011-05-30,Christmas,Oldies,English,,,,,
54334,Sleigh Ride/Marshmallow World,Kristin Chenoweth,2008,1,0,2017-11-03,Christmas,Jazz,Duet,English,,,,
41345,Slice Of Heaven,Dave Dobbyn,1986,0,0,2012-09-17,"Pop,Rock,TV & movie soundtrack",English,,,,,,
8768,Slicin' Sand,Elvis Presley,1961,0,0,2018-07-19,"Pop,Rock 'n Roll,TV & movie soundtrack",English,,,,,,
9247,Slide,Goo Goo Dolls,1998,0,0,2011-05-30,Pop,Rock,English,,,,,
52877,Slide,Calvin Harris,2017,0,1,2017-04-25,Pop,R&B,Funk,English,,,,
43665,Slip,StooShe,2013,0,0,2013-06-01,Soul,Pop,English,,,,,
43695,Slippin' And Slidin',Shakin' Stevens,1980,0,0,2013-06-14,Rock 'n Roll,English,,,,,,
49632,Slipping Away,Max Merritt,1975,0,0,2015-08-24,"Pop,Soft rock,Alternative",English,,,,,,
29713,Slipping Away,Dope,2002,0,0,2012-06-01,Hard/Metal,Rock,English,,,,,
14178,Slipping Away (Crier La Vie),Moby,2005,1,0,2011-07-26,Pop,Dance,Electro,Duet,English,French,,
22072,Slipping Through My Fingers,ABBA,1981,0,0,2016-03-21,Pop,English,,,,,,
25210,Slither,Velvet Revolver,2004,0,0,2011-12-14,Hard/Metal,Rock,English,,,,,
16851,Slob,Weezer,2002,0,0,2018-07-09,Rock,Alternative,Pop,English,,,,
51636,Sloe Gin,Joe Bonamassa,2007,0,0,2016-08-31,Blues,Rock,English,,,,,
27842,Sloop John B,The Beach Boys,1968,0,0,2011-05-30,"Folk,Pop,Soft rock",English,,,,,,
33103,Slow,Rumer,2010,0,0,2011-05-31,Soul,English,,,,,,
5203,Slow,Kylie Minogue,2003,0,0,2011-12-26,Electro,Pop,English,,,,,
56027,Slow Burn,Kacey Musgraves,2018,0,0,2018-08-27,Country,Pop,English,,,,,
54556,Slow Dance,Kelly Clarkson,2017,0,0,2017-12-13,Pop,English,,,,,,
22736,Slow Down,The Beatles,1964,0,0,2014-02-25,Rock 'n Roll,English,,,,,,
44433,Slow Down,Selena Gomez,2013,0,0,2013-08-30,"Dance,Pop,Teen pop",English,,,,,,
51096,Slow Down,Douwe Bob,2016,0,0,2016-06-05,Pop,English,,,,,,
41403,Slow Down Sister,Lady Antebellum,2008,0,0,2013-11-19,Country,English,,,,,,
14268,Slow Hand,Conway Twitty,1982,0,0,2016-12-01,Country,English,,,,,,
11283,Slow Hand,The Pointer Sisters,1981,0,0,2011-08-02,Soft rock,English,,,,,,
53158,Slow Hands,Niall Horan,2017,0,0,2017-06-08,Pop,English,,,,,,
16161,Slow Hands,Interpol,2004,0,0,2012-02-22,Rock,Alternative,English,,,,,
40569,Slow It Down,Amy Macdonald,2012,0,0,2012-07-05,Rock,English,,,,,,
29962,Slow It Down,Neil Diamond,2008,0,0,2012-06-17,Soft rock,English,,,,,,
47425,Slow Me Down,Sara Evans,2014,0,0,2015-05-20,Country,Pop,Rock,English,,,,
27843,Slow Motion,Color Me Badd,1992,0,0,2013-12-07,R&B,Soul,English,,,,,
25211,Slow Ride,Foghat,1975,0,0,2011-05-31,Hard/Metal,Rock,Blues,English,,,,
39675,Slow Ride (45 edit),Foghat,1975,0,0,2013-07-26,Hard/Metal,Rock,Blues,English,,,,
21310,Slow Slow (Run Run),Ayo,2008,0,0,2012-04-27,"Folk,Soft rock,Soul",English,,,,,,
26273,Slowburn,Revelation Theory,2006,0,0,2013-08-01,Hard/Metal,English,,,,,,
41969,Slut Like You,Pink,2012,0,1,2012-11-22,Pop,Rock,English,,,,,
42503,Smack My Bitch Up,The Prodigy,1997,0,1,2013-01-21,Electro,Alternative,Rock,English,,,,
33461,Smack That,Richard Cheese,2010,0,0,2012-04-23,Jazz,Humour,English,,,,,
27844,Smackwater Jack,Carole King,1972,0,0,2012-01-26,Pop,Blues,English,,,,,
39706,Small Bump,Ed Sheeran,2011,0,0,2012-07-16,Folk,Pop,English,,,,,
18238,Small Town,John Mellencamp,1985,0,0,2015-05-01,Rock,English,,,,,,
24337,Small Town Girl,Kellie Pickler,2007,0,0,2011-05-30,"Soft rock,Country",English,,,,,,
15969,Small Town Saturday Night,Hal Ketchum,1991,0,0,2015-07-08,Country,Rock,English,,,,,
14521,Small Town Southern Man,Alan Jackson,2007,0,0,2015-12-02,Country,English,,,,,,
28824,Smaller Pieces,Dusty Drake,2003,0,0,2014-09-08,"Country,Soft rock",English,,,,,,
20553,Smalltown Boy,Jimmy Somerville,1984,0,0,2014-07-30,80s,English,,,,,,
40737,Smash!,Smash,2012,0,0,2012-06-25,"TV & movie soundtrack,Musical",English,,,,,,
11775,Smells Like Teen Spirit,Nirvana,1991,0,0,2012-02-08,Alternative,Rock,English,,,,,
38580,Smells Like Teen Spirit,Tori Amos,1992,0,0,2011-11-25,"Soft rock,Alternative",English,,,,,,
25688,Smells Like Teen Spirit,Paul Anka,2005,0,0,2011-05-31,Jazz,English,,,,,,
38294,Smells Like Teen Spirit,Richard Cheese,2010,0,0,2013-07-01,Humour,Jazz,English,,,,,
48983,Smells Like Teen Spirit (Video Edit),Nirvana,1991,0,0,2015-04-08,Alternative,Rock,English,,,,,
28715,Smile,Uncle Kracker,2009,0,0,2011-11-02,Pop,Country,English,,,,,
8234,Smile,Lily Allen,2006,0,0,2011-05-31,Pop,English,,,,,,
30239,Smile,Pussycat,1976,0,0,2011-10-14,Pop,Dance,English,,,,,
27568,Smile,Glee,2009,0,0,2013-06-02,"TV & movie soundtrack,Pop",English,,,,,,
37379,Smile,Avril Lavigne,2011,0,0,2013-02-18,Pop,Rock,English,,,,,
30138,Smile,Aswad,1990,0,0,2012-10-31,Reggae,Soul,English,,,,,
28825,Smile A Little Smile For Me,The Flying Machine,1969,0,0,2011-11-09,Pop,Rock,English,,,,,
34402,Smiles,1930s Standards,1936,0,0,2011-05-30,Oldies,Jazz,English,,,,,
22128,Smilin'!!,Pascale Picard,2007,0,0,2011-05-30,Folk,Pop,English,,,,,
49294,Smoke,A Thousand Horses,2015,0,0,2015-07-01,Country,Rock,English,,,,,
34737,Smoke & Mirrors,Paloma Faith,2010,0,0,2016-02-25,Pop,Soul,English,,,,,
38011,Smoke A Little Smoke,Eric Church,2010,0,0,2013-02-01,Country,English,,,,,,
47370,Smoke Along The Track,Dwight Yoakam,1987,0,0,2014-08-19,Country,English,,,,,,
49708,Smoke Break,Carrie Underwood,2015,0,0,2015-09-23,Country,Rock,Pop,English,,,,
50810,Smoke From A Distant Fire,The Sanford-Townsend Band,1976,0,0,2016-04-26,Rock,Pop,English,,,,,
11100,Smoke Gets In Your Eyes,The Platters,1960,0,0,2012-01-02,Oldies,Rock,English,,,,,
29565,Smoke Gets In Your Eyes,1930s Standards,1933,0,0,2011-10-22,Oldies,Jazz,English,,,,,
52341,Smoke Gets In Your Eyes,Dinah Washington,1956,0,0,2017-01-19,Jazz,Love,English,,,,,
18156,Smoke On The Water,Deep Purple,1973,0,0,2012-01-22,Hard/Metal,Rock,English,,,,,
48951,Smoke On The Water,The Cooltrane Quartet,2005,0,0,2015-04-18,Jazz,Pop,English,,,,,
48617,Smoke On The Water (Short Version),Deep Purple,1973,0,0,2015-01-28,Hard/Metal,Rock,English,,,,,
8720,Smoke Rings in the Dark,Gary Allan,1999,0,0,2016-11-20,Country,English,,,,,,
36737,Smoke Two Joints,Sublime,1992,0,1,2011-07-07,Rock,Reggae,Ska,English,,,,
31042,Smokie Megamix,Smokie,1978,0,0,2011-05-31,Pop,Rock,English,,,,,
29386,Smokin',Boston,1976,0,0,2012-01-22,Rock,English,,,,,,
48075,Smokin' and Drinkin',Miranda Lambert,2014,0,0,2014-12-26,"Pop,Country,Soft rock",English,,,,,,
29824,Smokin' Cigarettes,Tweet,2003,0,0,2011-05-31,R&B,English,,,,,,
15250,Smokin' In The Boys Room,Brownsville Station,1985,0,0,2013-03-06,Rock 'n Roll,English,,,,,,
25060,Smoking Gun,Robert Cray,1986,0,0,2011-05-31,Rock,English,,,,,,
8700,Smooth,Santana,1999,0,0,2007-07-31,Rock,Latin,English,,,,,
55493,Smooth,Maggie Rose,2018,0,0,2018-05-25,Funk,Country,English,,,,,
50008,Smooth (Dance Mix),Rob Thomas,1999,0,0,2016-02-24,Pop,Dance,Latin,English,,,,
14405,Smooth Criminal,Michael Jackson,1988,0,0,2011-05-31,Pop,Funk,English,,,,,
7992,Smooth Criminal,Alien Ant Farm,2001,0,0,2011-05-30,Rock,English,,,,,,
45474,Smooth Criminal,Glee,2012,1,0,2013-12-09,"TV & movie soundtrack,Pop,Duet",English,,,,,,
28826,Snake,R. Kelly,2003,0,0,2012-05-25,R&B,English,,,,,,
47249,Snap Out of It,Arctic Monkeys,2013,0,0,2016-02-25,Alternative,Rock,English,,,,,
51208,Snapback,Old Dominion,2016,0,0,2016-06-08,Pop,Rock,English,,,,,
12437,Snooker Loopy,Chas & Dave,1984,0,0,2013-11-19,Humour,Pop,English,,,,,
9823,Snoopy Vs. The Red Baron,Royal Guardsmen,1967,0,0,2011-10-16,Rock,English,,,,,,
35174,Snoopy's Christmas,Royal Guardsmen,1969,0,0,2011-05-30,Christmas,Rock,English,,,,,
38316,Snortin' Whiskey,Pat Travers,1980,0,0,2011-11-16,Rock,Blues,English,,,,,
51964,Snow (From White Christmas),Seth MacFarlane,2014,0,0,2016-11-18,Christmas,Jazz,English,,,,,
13618,Snow (Hey Oh),Red Hot Chili Peppers,2006,0,0,2011-12-14,Rock,English,,,,,,
51949,Snow in California,Ariana Grande,2013,0,0,2016-11-20,Christmas,Pop,R&B,Love,English,,,
41968,Snow On The Sahara,Anggun,1997,0,0,2016-10-01,Pop,World/Folk,English,,,,,
41016,Snow White Queen,Evanescence,2006,0,0,2012-08-22,Alternative,Hard/Metal,Rock,English,,,,
43970,Snowbird,Anne Murray,1970,0,0,2013-07-16,Country,English,,,,,,
5703,Snowbird,Elvis Presley,1970,0,0,2011-10-08,"Rock 'n Roll,Oldies",English,,,,,,
55978,Snowblind,Black Sabbath,1972,0,0,2018-08-30,Hard/Metal,Rock,English,,,,,
8627,Snowfall On The Sahara,Natalie Cole,1999,0,0,2016-01-12,"Pop,Soft rock",English,,,,,,
54631,Snowman,Sia,2017,0,0,2017-12-08,Christmas,Pop,Love,English,,,,
39463,Snuff,Slipknot,2009,0,0,2012-03-05,Alternative,Hard/Metal,Rock,English,,,,
21544,So a schöner Tag (Fliegerlied),Donikkl,2005,0,0,2011-05-30,Humour,Kids,Schlager,German,,,,
25212,So Am I,Trent Willmon,2006,0,0,2011-05-31,Country,English,,,,,,
18732,So Amazing,Luther Vandross,1987,0,0,2014-04-22,Soul,Love,English,,,,,
36100,So Big,Iyaz,2010,0,0,2012-02-22,R&B,Dance,English,,,,,
53799,So Big / So Small,Dear Evan Hansen,2017,0,0,2017-09-20,Musical,English,,,,,,
19724,So bist du,Peter Maffay,1979,0,0,2016-06-04,"Schlager,Soft rock",German,,,,,,
48935,So bist du (2010),Peter Maffay,2010,0,0,2017-07-07,Schlager,Rock,German,,,,,
28142,So Bright (Stand Up),Superchick,2003,0,0,2012-04-20,Rock,English,,,,,,
23412,So Close,Enchanted,2007,0,0,2016-06-05,"TV & movie soundtrack,Pop,Kids",English,,,,,,
15219,So Cold,Breaking Benjamin,2004,0,0,2013-07-01,Hard/Metal,Rock,Alternative,English,,,,
43488,Só Danço Samba,Stan Getz,1963,0,0,2013-05-08,Latin,Jazz,Portuguese,,,,,
26939,So ein Mann,Margot Werner,1976,0,0,2012-10-24,Schlager,German,,,,,,
25296,So ein schöner Tag (Fliegerlied),Tim Toupet,2008,0,0,2015-02-11,Pop,Dance,German,,,,,
9978,So Emotional,Whitney Houston,1987,0,0,2013-01-08,R&B,Pop,80s,English,,,,
15291,So Far Away,Carole King,1971,0,0,2011-12-13,Folk,English,,,,,,
5739,So Far Away,Staind,2003,0,0,2011-09-09,Alternative,Rock,English,,,,,
10829,So Far Away,Rod Stewart,1995,0,0,2011-10-03,Rock,Pop,English,,,,,
28067,So Far Away From L.A.,Nicolas Peyrac,1975,0,0,2011-05-31,French pop,French,English,,,,,
25831,So Far So Great,Demi Lovato,2009,0,0,2016-11-23,"Teen pop,TV & movie soundtrack,Rock",English,,,,,,
32563,So Fine,Mint Condition,1995,0,0,2011-05-30,"R&B,Soft rock",English,,,,,,
55892,So Gone,Monica,2003,0,0,2018-07-27,R&B,English,,,,,,
25282,So Gone,Buddy Jewell,2005,0,0,2014-12-03,"Country,Soft rock",English,,,,,,
52567,So Good,Zara Larsson,2017,0,0,2017-03-16,Pop,English,,,,,,
39880,So Good,B.o.B,2012,0,0,2013-04-25,R&B,English,,,,,,
52356,So Good,Louisa Johnson,2016,0,0,2017-02-14,Pop,English,,,,,,
43785,So Good To Me,Chris Malinchak,2012,0,0,2016-02-25,Electro,English,,,,,,
27039,So Happy I Could Die,Lady Gaga,2009,0,0,2011-05-31,Pop,Dance,Electro,English,,,,
16357,So High,John Legend,2004,0,0,2015-06-03,Soul,English,,,,,,
42046,So High,Jay Sean,2012,0,0,2016-02-25,Dance,Pop,English,,,,,
44749,So In Love,Jill Scott,2011,1,0,2013-11-03,Soul,R&B,Duet,English,,,,
31357,So In Love,Ella Fitzgerald,1958,0,0,2015-02-23,Oldies,Jazz,English,,,,,
29714,So In Love With Two,Mikaila,2001,0,0,2012-05-23,R&B,English,,,,,,
36823,So In Love With You,Texas,1994,0,0,2016-02-25,Rock,Pop,English,,,,,
21762,So Incredible,Ilse DeLange,2008,0,0,2011-05-30,Pop,Country,English,,,,,
21364,So into You,Tamia,1998,0,0,2018-06-13,R&B,English,,,,,,
10910,So Into You,Atlanta Rhythm Section,1976,0,0,2011-12-12,Rock,Pop,English,,,,,
54842,So It Goes...,Taylor Swift,2017,0,0,2018-01-19,Pop,English,,,,,,
45843,So kann das Leben sein,Helene Fischer,2013,0,0,2014-12-23,Schlager,Love,German,,,,,
54861,So klingt liebe,Maite Kelly,2016,0,0,2018-01-19,Pop,German,,,,,,
19544,So Lang' Man Träume Noch Leben Kann,Münchener Freiheit,1987,0,0,2015-05-01,Pop,Schlager,German,,,,,
41645,So leb dein Leben (My Way),Harald Juhnke,1989,0,0,2016-01-25,Schlager,German,,,,,,
46893,So liab hob i di,Andreas Gabalier,2009,0,0,2016-06-05,Folk,Schlager,German,,,,,
13656,So Lonely,The Police,1978,0,0,2012-09-16,Rock,English,,,,,,
46907,So Lonely,Mariah Carey,2006,1,0,2014-05-30,R&B,Rap,Duet,English,,,,
20692,So Long,ABBA,1974,0,0,2016-03-21,Pop,Rock,English,,,,,
29201,So Long Self,MercyMe,2006,0,0,2012-01-22,Rock,Christian,English,,,,,
39884,"So Long, Farewell",The Sound Of Music,1959,0,0,2012-10-23,Musical,Oldies,English,,,,,
21931,"So Long, Jimmy",James Blunt,2004,0,0,2011-05-30,Pop,Rock,English,,,,,
24947,"So Long, Marianne",Leonard Cohen,1989,0,0,2011-10-08,Folk,English,,,,,,
19879,So Much Better,Legally Blonde,2001,0,0,2008-07-18,"Musical,TV & movie soundtrack",English,,,,,,
8238,So Much In Love,The Tymes,1963,0,0,2011-10-03,Oldies,English,,,,,,
55241,So Much More Than This,Grace VanderWaal,2017,0,0,2018-03-27,Pop,English,,,,,,
42870,So Nice,Stacey Kent,2003,0,0,2013-03-13,Jazz,English,,,,,,
43822,So Nice,Diana Krall,2009,0,0,2013-07-01,Jazz,English,,,,,,
53830,So Nice (Summer Samba),Andy Williams,1966,0,0,2017-08-30,Jazz,Love,Latin,English,,,,
35302,So Pure,Alanis Morissette,1999,0,0,2011-11-15,Rock,Pop,English,,,,,
24585,So Rare,Patti Page,1950,0,0,2011-09-03,Jazz,Oldies,English,,,,,
24586,So Rare,Frank Sinatra,1957,0,0,2011-09-19,Jazz,Oldies,English,,,,,
38775,"So Rich, So Pretty",Mickey Avalon,2006,0,1,2013-11-29,Rap,Rock,English,,,,,
41611,So Sad (To Watch Good Love Go Bad),The Everly Brothers,1960,0,0,2012-10-09,Oldies,Pop,English,,,,,
39776,So schön kann doch kein Mann sein,Gitte Hænning,1974,0,0,2016-08-25,Schlager,German,,,,,,
24670,So She Dances,Josh Groban,2006,0,0,2011-05-31,"Soft rock,Love",English,,,,,,
12660,So Sick,Ne-Yo,2005,0,0,2011-05-31,R&B,English,,,,,,
12852,So Small,Carrie Underwood,2007,0,0,2011-05-30,Country,English,,,,,,
20679,So soll es bleiben,Ich + Ich,2008,0,0,2011-10-08,Schlager,German,,,,,,
50201,So soll es sein,Gregor Meyle,2008,0,0,2017-10-30,"Love,Soft rock",German,,,,,,
23996,So Strange,The Paragons,1963,0,0,2013-11-12,Oldies,Soul,English,,,,,
41141,So süße Schuh,Moonbeats,1990,0,0,2013-02-19,Pop,Schlager,German,,,,,
21793,So Unsexy,Alanis Morissette,2003,0,0,2011-05-30,Pop,Rock,English,,,,,
45028,So Very Hard To Go,Tower Of Power,1973,0,0,2013-10-26,Soul,English,,,,,,
20654,So What,Pink,2008,0,0,2011-05-30,Rock,Pop,English,,,,,
5349,So What The Fuss,Stevie Wonder,2005,0,0,2016-06-30,Funk,Soul,English,,,,,
39180,So What?,Anti-Nowhere League,1981,0,1,2013-03-05,Punk/Grunge,Humour,Rock,English,,,,
40038,So wie du warst,Unheilig,2012,0,0,2012-05-29,Alternative,Rock,Pop,German,,,,
50794,So wie ein Vulkan,Fantasy,2016,0,0,2016-04-05,Schlager,Dance,German,,,,,
15696,So wie man Tanzt so liebt man,Maite Kelly,2011,0,0,2016-08-25,Pop,German,,,,,,
6568,So Wrong,Patsy Cline,1962,0,0,2018-08-22,Pop,English,,,,,,
28143,So Wrong,Pam Tillis,2002,0,0,2011-10-31,"Soft rock,Jazz",English,,,,,,
5773,So Yesterday,Hilary Duff,2003,0,0,2007-05-04,"Teen pop,Rock",English,,,,,,
39729,So You Don't Have To Love Me Anymore,Alan Jackson,2012,0,0,2012-06-23,Country,English,,,,,,
32789,So You Want To Be A Rock And Roll Star,The Byrds,1967,0,0,2011-12-18,Rock,Folk,English,,,,,
23848,So You Win Again,Hot Chocolate,1977,0,0,2017-03-15,Pop,Disco,English,,,,,
32211,So Young,The Corrs,1998,0,0,2011-05-31,"Pop,TV & movie soundtrack",English,,,,,,
32496,Soaked,Adam Lambert,2009,0,0,2011-05-31,Pop,Rock,English,,,,,
49750,Soap,Melanie Martinez,2015,0,0,2016-06-06,Pop,Electro,English,,,,,
26812,Sobe son,The Miami Sound Machine,1985,0,0,2013-07-23,Pop,Latin,Spanish,,,,,
55814,Sober,Demi Lovato,2018,0,0,2018-07-17,Pop,English,,,,,,
54912,Sober,Tool,1993,0,1,2018-02-20,Hard/Metal,Alternative,Rock,English,,,,
21720,Sober,Pink,2008,0,0,2011-05-31,Pop,Rock,English,,,,,
46592,Sober,Little Big Town,2013,0,0,2014-04-24,Country,English,,,,,,
19936,Sober,Kelly Clarkson,2007,0,0,2011-05-31,Pop,Rock,English,,,,,
52153,Sober Saturday Night,Chris Young,2016,0,0,2016-12-20,Country,English,,,,,,
55860,Sober Up,AJR,2017,0,0,2018-07-28,Pop,English,,,,,,
41803,Soca Dance,Charles D. Lewis,1990,0,0,2012-11-23,Zouk/Creole,Dance,80s,English,,,,
35057,Sock It 2 Me,Missy Elliott,1997,0,1,2013-12-07,Rap,R&B,English,,,,,
45618,Soda Pop,Robbie Williams,2013,1,0,2013-12-05,Jazz,Pop,Duet,English,,,,
25344,Sodade,Cesária Évora,1992,0,0,2016-02-25,World/Folk,Latin,Portuguese,,,,,
51106,Sofia,Álvaro Soler,2016,0,0,2016-06-06,Pop,Dance,Spanish,,,,,
29387,Softly And Tenderly,Gospel Singer,2005,0,0,2011-05-30,Gospel,Christian,English,,,,,
54580,Softly And Tenderly (Live),Carrie Underwood,2017,0,0,2018-01-04,Pop,Christian,English,,,,,
30781,"Softly, As I Leave You",Michael Bublé,2004,0,0,2011-05-31,Jazz,English,,,,,,
29388,"Softly, As In A Morning Sunrise",1920s Standards,1928,0,0,2011-05-31,Oldies,English,,,,,,
43110,Sognami,Biagio Antonacci,2007,0,0,2013-04-08,Latin,Pop,Folk,Italian,,,,
36517,Sognu,Amaury Vassili,2011,0,0,2016-06-05,Pop,Classical,Other,,,,,
53574,Soirée disco,Boris,1995,0,0,2017-07-25,"French pop,Dance,Disco",French,,,,,,
28432,Sois tranquille,Emmanuel Moire,2009,0,0,2011-06-28,French pop,French,,,,,,
42097,Sola,Francesca Michielin,2012,0,0,2013-01-02,"Pop,Soft rock",Italian,,,,,,
40071,Solamente tú,Pablo Alborán,2011,0,0,2016-06-05,Latin,Pop,Spanish,,,,,
29738,Solamente una vez,Luis Miguel,1994,0,0,2011-06-10,Love,Latin,Pop,Spanish,,,,
44064,Solamente una vez,Arielle Dombasle,2004,0,0,2013-07-17,Latin,Oldies,Spanish,,,,,
51190,Solang die Erde sich dreht,Andrea Berg,2016,0,0,2016-06-07,Schlager,German,,,,,,
